Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;2.531049611490251;3.7336454689518375;False;;0.00_V1toRT3-1.83_RT1toAC1
1;attribute;0;3.4062903033479888;1.3334380969525217;False;;7.57_V1toRT2-9.43_WM1toRT2-9.84_WM1toRT3-10.24_RT1toAC1
2;category;0;3.40292672446607;1.154511217684114;False;;15.97_WM1toRT1-16.37_V1toRT3-18.24_C1altToRT1-18.64_RT1toAC1
3;complete;0;3.0043770676817765;1.1315309868648002;False;;24.36_V2toRT3-24.78_RT2toRT1-26.64_RT1toAC1
4;paired-associate;0;1.5582777508199683;1.4575321983710556;False;;32.38_WM1toRT2-32.78_C1toRT1-33.20_RT2toAC1
5;what-comes-before;0;3.349916846602476;1.1071695423041634;False;;38.94_V1toRT1-39.41_RT2toWM1-40.13_WM1toRT3
6;press-key;0;5.392830019242588;1.0965418496310548;False;;47.30_V1toRT2-49.17_next-goal-49.86_WM1toRT3-50.26_WM1toRT1-50.66_WM1toRT2-51.08_next-goal
7;recall;1;2.9284488045024943;1.4899573862607964;False;;57.65_V1toRT3-59.52_WM1toRT2-59.87_RT1toAC1
8;recall;2;10.381314538269834;1.4090850024092132;False;;65.61_V1toRT1-67.48_WM1toRT3-67.90_WM1toRT2
9;category;1;3.8752477342224263;1.076831706955343;True;;81.00_V1toRT3-82.88_WM1toRT2-83.29_WM1toRT3-83.71_C1altToRT1-84.13_RT3toAC1
10;category;2;2.763116483502188;1.0736603898704389;False;;89.85_C1altToRT1-90.30_C1altToRT1-90.74_WM1toRT2-91.12_WM1toRT3-91.52_C1toRT1-91.89_RT3toAC1
11;paired-associate;1;5.751793922059933;1.0836857901311672;False;;97.63_WM1toRT2-97.99_C1toRT1-98.44_RT3toWM1-99.11_C1toRT1-99.58_RT2toWM1-99.93_C1toRT1-100.35_RT2toRT1-102.19_C1toRT1-102.62_RT1equalC1-102.70_WM1toAC1
12;category;3;1.9034330316451358;1.0677116384979914;False;;108.41_WM1toRT3-108.79_WM1toRT1-109.17_C1toRT1-109.55_RT1toAC1
13;recall;3;3.397712915590489;1.2814846295636324;False;;115.28_V1toRT2-115.70_RT3toRT2-117.57_WM1toRT3-117.95_RT1toAC1
14;complete;1;1.5463602859523888;1.0636735008334244;False;;123.65_V2toRT3-124.08_RT2toRT1-124.49_RT1toAC1
15;press-key;1;2.012029232666208;1.0620145199761608;False;;130.25_WM1toRT1-130.65_WM1toRT2-131.05_V1toRT3-131.51_RT1toAC1
16;what-comes-before;1;2.564769661962913;1.0603638929807526;False;;137.21_V1toRT1-137.63_RT2toWM1-138.33_C1toRT1-138.75_RT2toWM1-139.12_RT3toAC1
17;paired-associate;2;1.161307400909891;1.0667425672487023;False;;144.80_C1toRT1-145.23_RT3toAC1
18;what-comes-before;2;2.5598880201665963;1.057681638628122;False;;150.93_WM1toRT3-151.34_V1toWM1-152.02_C1toRT1-152.44_RT2toWM1-152.79_RT3toAC1
19;paired-associate;3;5.7105123081250895;1.0620938216268243;False;;158.54_WM1toRT3-158.94_V1toRT3-160.81_WM1toRT3-161.21_C1toRT1-161.60_RT2toRT1-163.50_RT1toAC1
20;attribute;1;2.5735572908134543;1.0558146427438877;False;;169.23_V1toRT2-171.08_RT1toAC1
21;paired-associate;4;3.783726380271787;1.0586698555243599;False;;176.80_V1toRT2-177.21_RT2toRT1-179.12_WM1toRT2-179.51_WM1toRT3-179.86_RT1toAC1
22;press-key;2;2.5493575299650497;1.0522490914422775;False;;185.57_V1toRT2-187.41_RT1toAC1
23;attribute;2;3.632582697661064;1.052100717666966;False;;193.16_V1toWM1-193.87_WM1toRT2-196.04_RT1toAC1
24;complete;2;2.5824267668645007;1.050185726760705;False;;201.77_V1toRT3-203.62_RT1toAC1
25;complete;3;2.038737190691677;1.0493636685647356;False;;209.34_V1toRT3-209.78_RT2toRT1-210.21_RT2toRT1-210.66_RT1toAC1
26;recall;4;3.3609309873429822;1.1626843597006569;False;;216.38_V1toRT3-218.25_WM1toRT2-218.66_WM1toRT3-219.02_RT1toAC1
27;press-key;3;1.1457740983009328;1.0477903871724747;False;;224.72_V1toRT3-225.17_RT1toAC1
28;complete;4;1.1716380143892025;1.0471655458240992;False;;230.87_V2toRT3-231.34_RT2toAC1
29;attribute;3;1.88562858948751;1.0472297365557022;False;;237.08_C1toRT1-237.50_RT2toWM1-238.23_WM1toAC1
