Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;2.8860325855009363;3.6148742298780783;False;;0.00_V1toRT3-1.83_WM1toRT3-2.19_RT1toAC1
1;attribute;0;2.998766509642328;1.2008979819122991;False;;7.91_V1toRT1-8.34_C1toRT1-8.76_RT2toWM1-9.45_WM1toRT2-10.18_RT3toAC1
2;category;0;5.146174977096639;1.2797282856183272;False;;15.92_WM1toRT3-16.30_C1altToRT1-16.73_RT2toRT1-17.17_WM1toRT2-17.59_C1altToRT1-18.03_RT3toWM1-18.72_C1altToRT1-19.14_C1toRT1-19.54_RT2toWM1-19.92_C1toRT1-20.33_WM1toAC1
3;complete;0;1.1754939937856292;1.1318429435583348;False;;26.07_V2toRT3-26.51_RT1toAC1
4;paired-associate;0;1.5276994475522798;1.1191900680654223;False;;32.24_WM1toRT1-32.62_C1toRT1-33.03_RT2toAC1
5;what-comes-before;0;2.61689538174138;1.1082697629330691;False;;38.78_V1toRT3-39.25_RT3toWM1-39.95_WM1toRT3-40.70_RT2toAC1
6;press-key;0;5.0;1.2832284739647712;False;;46.39_next-goal-47.10_next-goal-47.50_WM1toRT2-47.91_WM1toRT1-48.33_WM1toRT3
7;recall;1;2.9661646521781933;1.4980424569974091;False;;56.36_V1toRT3-58.21_WM1toRT2-58.62_RT1toAC1
8;recall;2;3.3143267394182203;1.4491270042592643;False;;64.34_WM1toRT1-64.72_V1toRT1-66.57_WM1toRT2-66.93_RT1toAC1
9;category;1;2.4842370013521133;1.091265977597608;False;;72.65_C1toRT1-73.02_RT3toWM1-73.68_WM1toRT2-74.42_WM1toAC1
10;attribute;1;3.4001536588717727;1.0774110265700878;False;;80.15_V1toRT2-82.03_WM1toRT3-82.38_C1toRT1-82.82_RT1toAC1
11;recall;3;1.5240336798919856;1.3556762703978644;False;;88.56_WM1toRT3-88.94_V1toRT2-89.34_RT1toAC1
12;attribute;2;2.888001138581316;1.0716983490632332;False;;95.05_WM1toRT2-95.42_C1toRT1-95.83_RT2toWM1-96.50_WM1toRT2-97.23_RT1toAC1
13;category;2;1.1344620166371442;1.0754143926541662;False;;102.96_V1toRT2-103.36_RT1toAC1
14;category;3;2.516844239515237;1.072500375726245;False;;109.09_V1toRT2-109.48_RT3toWM1-110.20_WM1toRT3-110.88_WM1toAC1
15;press-key;1;3.4232761293125837;1.0649920912161908;False;;116.61_V1toRT2-118.49_WM1toRT3-118.88_WM1toRT2-119.30_RT1toAC1
16;press-key;2;5.6548833189965535;1.0770611472648168;False;;125.01_next-goal-125.66_next-goal-126.06_WM1toRT1-126.48_WM1toRT3-126.89_WM1toRT2
17;category;4;3.4299616656051914;1.0641695085151368;False;;135.69_WM1toRT1-136.09_V1toRT3-138.00_C1toRT1-138.39_RT1toAC1
18;complete;1;3.648079353332719;1.0587620741307715;False;;144.13_V1toWM1-144.86_WM1toRT3-147.04_WM1toAC1
19;paired-associate;1;3.841813519538732;1.0571265322415593;False;;152.78_WM1toRT1-153.18_WM1toRT3-153.55_C1toRT1-153.97_C1toRT1-154.41_RT3toWM1-155.06_C1toRT1-155.46_C1toRT1-155.88_RT2toAC1
20;complete;2;1.4979646760448018;1.0560087637041435;False;;161.58_WM1toRT3-161.94_V2toRT3-162.38_RT1toAC1
21;attribute;3;5.285891321793656;1.0543673044642303;False;;168.11_V1toWM1-168.83_WM1toRT3-169.57_RT2toWM1-169.97_RT1equalC1-170.07_RT2toRT1-171.95_WM1toRT3-172.66_RT3toAC1
22;category;5;4.568288253697716;1.0553576982467898;False;;178.40_WM1toRT2-178.77_C1toRT1-179.14_RT2toRT1-180.99_WM1toRT3-181.37_WM1toRT2-181.79_C1altToRT1-182.23_RT1toAC1
23;paired-associate;2;3.086690515484804;1.0518601419814768;False;;187.98_V1toRT2-188.44_RT3toRT2-190.32_RT1toAC1
24;recall;4;2.581082459447231;1.1783601887318371;False;;196.03_V1toRT3-197.90_RT1toAC1
25;recall;5;2.5924516075426145;1.1723875634040166;False;;203.60_V1toRT3-205.49_RT1toAC1
26;category;6;1.6160892469799537;1.0510965634560112;False;;211.24_V1toRT2-211.65_RT3toRT2-212.11_RT1toAC1
27;category;7;3.0061197246183724;1.050113576146023;False;;217.86_V1toRT3-219.73_WM1toRT2-220.11_RT1toAC1
28;category;8;4.891374816741801;1.048974620492943;False;;225.83_WM1toRT2-226.24_V1toWM1-226.94_WM1toRT2-227.65_RT3toRT2-228.15_RT3toRT2-230.00_WM1toAC1
29;attribute;4;1.5895474593395704;1.0466527850699041;False;;235.77_V1toRT1-236.20_WM1toRT3-236.59_RT1toAC1
30;category;9;1.622699122109907;1.047568657713864;False;0.0;242.33_WM1toRT3-242.77_C1altToRT1-243.22_RT1toAC1
