Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;4.185512858647389;3.283593894904413;True;;0.00_WM1toRT3-0.35_WM1toRT1-0.70_V1toWM1-1.35_WM1toRT3-3.49_WM1toAC1
1;attribute;0;3.5754295603767585;1.3267224347867337;False;;9.22_V1toWM1-9.90_WM1toRT2-12.06_WM1toAC1
2;category;0;6.402180658799068;1.1393477047529659;False;;17.80_V1toRT1-19.68_WM1toRT3-20.08_C1toRT1-20.47_RT1equalC1-20.57_RT2toWM1-21.25_WM1toRT2-21.94_RT3toWM1-22.34_RT2toRT1
3;complete;0;1.5584808349195356;1.4575090190849824;False;;29.19_WM1toRT2-29.59_V2toRT3-30.02_RT1toAC1
4;paired-associate;0;3.9025199312631638;1.110476844856378;False;;35.76_V1toRT2-36.18_RT3toRT2-38.06_C1toRT1-38.48_C1toRT1-38.92_RT1toAC1
5;what-comes-before;0;1.5653709230318706;1.1027374625407604;False;;44.66_WM1toRT1-45.06_V1toRT3-45.49_RT3toAC1
6;press-key;0;5.798204936781268;1.2656247442363648;False;;51.24_WM1toRT3-51.64_V1toRT2-53.51_WM1toRT3+WM1toAC1-53.91_next-goal-54.57_WM1toRT3+WM1toAC1-54.98_WM1toRT2-55.39_next-goal-55.81_WM1toRT3-56.23_WM1toRT1
7;recall;1;3.3237167649670667;1.4617595779907522;False;;61.99_WM1toRT3-62.36_V1toRT1-64.22_WM1toRT3+WM1toAC1-64.61_RT1toAC1
8;attribute;1;4.823834073760708;1.086696678798961;False;;70.34_WM1toRT3-70.73_WM1toRT2-71.13_V1toRT3-71.61_RT3toWM1-72.28_WM1toRT2-74.44_WM1toAC1
9;category;1;5.042038367845251;1.0785615313257095;False;;80.18_WM1toRT3+WM1toAC1-80.58_WM1toRT2-80.98_WM1toRT3-81.37_WM1toRT1-81.77_V1toWM1-82.45_WM1toRT3+WM1toAC1
10;category;2;5.508441501560982;1.0725035739490556;False;;90.22_V1toRT3-92.09_WM1toRT2-92.46_WM1toRT3+WM1toAC1-92.89_WM1toRT3-93.25_C1toRT1-93.63_RT3toWM1-94.29_WM1toRT2-95.04_RT3toAC1
