Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;5.615030378915648;3.0291308541545647;True;;0.00_V1toWM1-0.65_WM1toRT3-2.78_WM1toRT2-4.92_WM1toAC1
1;attribute;0;5.726050847798746;1.1669812674284024;False;;10.65_V1toWM1-11.34_WM1toRT2-13.49_WM1toRT2-15.64_RT1toAC1
2;category;0;1.9091540512035048;1.422424159824372;False;;21.37_WM1toRT3-21.76_WM1toRT1-22.15_V1toRT2-22.55_RT1toAC1
3;complete;0;4.10842872944232;1.1215469483820244;False;;28.29_V1toWM1-29.00_C1toRT1-29.41_RT2toWM1-29.79_RT2toRT1-31.66_RT1toAC1
4;paired-associate;0;1.6015869396528188;1.1113626744231808;False;;37.40_WM1toRT3-37.78_C1toRT1-38.18_RT1equalC1-38.26_RT1toAC1
5;what-comes-before;0;1.8875441870162388;1.424338387174893;False;;44.00_V1toWM1-44.70_C1toRT1-45.15_RT1toAC1
6;press-key;0;2.6039883383642106;1.0958456790599655;False;;50.89_V1toRT1-52.75_RT1toAC1
7;recall;1;4.513347423873392;1.4752973127283726;True;;58.45_WM1toRT2+WM1toAC1-58.80_V1toWM1-59.46_WM1toRT3-61.58_WM1toRT2-62.27_WM1toAC1
8;recall;2;3.481652342898343;1.4298224849132302;True;;67.97_V1toWM1-68.62_WM1toRT3-70.75_WM1toAC1
9;attribute;1;2.655429086654664;1.079457653155396;False;;76.49_WM1toRT3+WM1toAC1-76.86_C1toRT1-77.29_RT2toWM1-77.99_C1toRT1-78.40_WM1toAC1
10;category;1;2.957005569785906;1.0868427598509551;False;;84.14_V1toRT1-86.00_WM1toRT3+WM1toAC1-86.36_RT1toAC1
11;category;2;3.822978031266942;1.0817556918400422;False;;92.10_WM1toRT3-92.49_WM1toRT2-92.88_C1altToRT1-93.31_RT3toRT2-95.18_RT1toAC1
12;what-comes-before;1;1.1248487899725037;1.092150065498282;False;;100.88_C1toRT1-101.31_RT1toAC1
13;complete;1;2.4339912340259104;1.1348632529833285;False;;107.01_C1toRT1-107.45_RT3toWM1-108.14_WM1toRT2+WM1toAC1
14;category;3;1.5882371858033366;1.0728707435365967;False;;114.47_C1altToRT1-114.91_C1toRT1-115.33_RT3toAC1
15;category;4;1.884923073887066;1.0704453689713542;True;;121.05_V1toRT2-121.42_C1toRT1-121.79_C1altToRT1-122.21_RT3toAC1
16;recall;3;6.2291527311733725;1.4768989861106618;True;;127.92_WM1toRT2-128.27_WM1toRT2+WM1toAC1-128.62_V1toWM1-129.28_WM1toRT3-131.42_WM1toRT3+WM1toAC1
17;paired-associate;1;1.0762518697921166;1.0602699121576469;False;;139.14_C1toRT1-139.52_RT1toAC1
18;category;5;2.163691992460912;1.0634654199048947;False;;145.25_V1toRT2+C1toRT1-146.25_RT3toRT2-146.68_RT1toAC1
19;what-comes-before;2;2.012302587198405;1.0676564095657766;False;;152.39_V1toWM1-153.06_WM1toRT2+WM1toAC1
20;recall;4;4.055032127763468;1.2125007683665583;False;;159.40_WM1toRT2+WM1toAC1-159.78_V1toRT1-161.60_WM1toRT2+WM1toAC1-161.95_WM1toRT3+WM1toAC1-162.34_WM1toRT3-162.75_RT1toAC1
21;category;6;3.2065122356206075;1.0582701274743205;False;;168.48_C1toRT1-168.86_C1toRT1-169.25_RT1equalC1-169.32_C1toRT1-169.69_C1altToRT1-170.11_C1altToRT1-170.54_C1altToRT1-170.96_RT1toAC1
22;complete;2;4.578662857120975;1.053204597593188;False;;176.66_WM1toRT2+WM1toAC1-177.04_WM1toRT3-177.39_C1toRT1-177.81_RT3toWM1-178.49_WM1toRT1-179.22_RT2toRT1-179.66_C1toRT1-180.06_RT2toRT1-180.54_WM1toAC1
23;category;7;2.90701605611423;1.0552361013091698;False;;186.26_WM1toRT3+WM1toAC1-186.64_C1toRT1-187.04_RT2toWM1-187.73_WM1toRT2-188.44_RT3toAC1
24;attribute;2;1.8012558574071988;1.0512205420350895;False;;194.18_V1toWM1-194.85_C1toRT1-195.24_RT2toAC1
25;what-comes-before;3;1.534860259015403;1.0567855234989358;False;;200.97_V1toRT2-201.39_C1toRT1-201.78_RT1toAC1
26;what-comes-before;4;1.1060953643695657;1.055751860096646;False;;207.48_V1toRT2-207.89_RT1toAC1
27;press-key;1;2.9316323781099243;1.0487868428065568;False;;213.59_V1toRT1-215.46_WM1toRT2-215.82_RT1toAC1
28;paired-associate;2;1.8286693016458455;1.0480531729188838;False;;221.57_WM1toRT3+WM1toAC1-221.95_V1toWM1-222.65_WM1toAC1
29;recall;5;2.3496622543873684;1.1555896544446138;True;;228.35_WM1toRT3+WM1toAC1-228.70_V1toRT1-229.19_WM1toRT2+WM1toAC1-229.60_WM1toRT3-229.99_RT1toAC1
30;recall;6;2.4180818851223482;1.1511359611079603;True;;235.70_WM1toRT3+WM1toAC1-236.05_V1toWM1-236.70_WM1toRT2-237.41_WM1toAC1
31;paired-associate;3;3.843604817657962;1.045751823078931;False;;243.16_WM1toRT3-243.55_C1toRT1-243.98_RT2toRT1-245.87_WM1toRT3+WM1toAC1-246.26_RT1toAC1
32;press-key;2;3.43321889684907;1.0450071297677437;False;;252.00_V1toRT3-252.45_RT3toRT2-254.31_WM1toRT3+WM1toAC1-254.69_RT1toAC1
33;press-key;3;3.3831629339277924;1.0443020229578763;False;;260.40_V1toRT3-260.85_RT3toRT2-262.72_WM1toRT2+WM1toAC1-263.07_RT1toAC1
34;recall;7;3.738887976653018;1.1763735090666234;True;;268.77_WM1toRT3-269.13_V1toWM1-269.78_WM1toRT3+WM1toAC1
35;press-key;4;3.3876610330129324;1.042959514091603;False;;277.54_WM1toRT2-277.93_V1toRT3-278.34_RT3toRT2-280.20_RT1toAC1
36;paired-associate;4;3.806593772198255;1.0423153634329103;False;;285.94_V1toRT1-287.80_WM1toRT3-288.20_WM1toRT2+WM1toAC1-288.56_C1toRT1-288.96_RT1equalC1-289.01_RT1toAC1
37;category;8;4.662512676671952;1.0431760773238878;False;;294.74_V1toRT2-295.14_C1toRT1-295.53_RT3toRT2-295.96_RT3toRT2-297.83_C1altToRT1-298.28_C1toRT1-298.67_RT3toAC1
38;category;9;3.01124770390328;1.0425800409925587;False;0.1;304.40_V1toRT2+C1toRT1-305.39_RT3toWM1-306.08_WM1toRT3+WM1toAC1
39;category;10;1.1280662145759948;1.0421405284856908;False;0.1;312.39_V1toRT2-312.81_RT3toAC1
40;what-comes-before;5;1.6472346747595452;1.0433160040620308;False;;318.54_V1toRT1-319.03_C1toRT1-319.46_RT1toAC1
41;press-key;5;2.585601398290976;1.0398344148466765;False;;325.18_V1toRT1-327.04_RT1toAC1
42;complete;3;2.1226751529800936;1.0394168383753788;False;;332.76_C1toRT1-332.87_WM1toRT2+WM1toAC1-333.28_WM1toRT3-333.67_WM1toRT3+WM1toAC1-334.10_RT1equalC1-334.16_RT1toAC1
43;press-key;6;5.6961162760589445;1.0419619897790366;False;;339.91_next-goal-340.62_WM1toRT3-341.05_WM1toRT2-341.45_WM1toRT2+WM1toAC1-341.85_next-goal-342.27_WM1toRT3+WM1toAC1-342.73_WM1toRT1
44;paired-associate;5;2.9299976201943423;1.038384396668495;False;;350.60_WM1toRT2-350.96_V1toWM1-351.65_WM1toRT1-352.79_RT1toAC1
45;category;11;2.0052430897546856;1.0391716057884162;False;0.1;358.52_V1toWM1-359.19_WM1toRT2+WM1toAC1
46;complete;4;1.2175916174018084;1.037699108602234;False;;365.54_V1toRT3-366.01_RT1toAC1
47;press-key;7;4.645443452544099;1.037221890493086;False;;371.75_WM1toRT2+WM1toAC1-372.15_WM1toRT2-372.56_WM1toRT3-372.91_V1toRT1-374.79_WM1toRT2+WM1toAC1-375.17_WM1toRT2-375.59_WM1toRT3+WM1toAC1-375.96_RT1toAC1
48;category;12;1.884828797331636;1.0379441384019734;False;0.1;381.38_V1toRT2+C1toRT1-382.36_RT1equalC1-382.46_RT1equalC1-382.54_RT3toAC1
49;attribute;3;3.466499590159401;1.036498599512434;False;;388.29_WM1toRT3-388.67_WM1toRT2-389.06_V1toRT2-390.94_WM1toRT2+WM1toAC1-391.31_RT1toAC1
50;complete;5;3.5110678994393534;1.1053582839024791;False;;396.72_WM1toRT2+WM1toAC1-397.09_WM1toRT1-397.48_WM1toRT3+WM1toAC1-397.83_V1toRT3-398.26_RT3toWM1-398.92_WM1toRT2+WM1toAC1
51;press-key;8;5.657404651564717;1.0380407799821159;False;;405.23_next-goal-405.88_next-goal-406.29_WM1toRT2-406.70_WM1toRT2+WM1toAC1-407.09_WM1toRT3+WM1toAC1-407.49_WM1toRT1-407.93_WM1toRT3
52;paired-associate;6;1.9629877690503577;1.0353592752520342;False;;415.90_WM1toRT3+WM1toAC1-416.32_V1toRT2+C1toRT1-417.37_RT1equalC1-417.44_RT1toAC1
53;category;13;3.7080815301169423;1.0358964686884438;False;0.1;422.86_WM1toRT2-423.25_WM1toRT2+WM1toAC1-423.65_V1toRT2+C1toRT1-424.68_RT2toRT1-426.15_RT1toAC1
54;press-key;9;3.592116627756752;1.0346614888208094;False;0.0;431.58_V1toWM1-432.27_WM1toRT1-434.44_WM1toAC1
55;complete;6;2.1320228764026297;1.0343856808687126;False;;440.14_WM1toRT2+WM1toAC1-440.50_V1toRT3-440.92_RT3toWM1-441.57_WM1toAC1
