Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;7.754100262020856;2.7598871658755337;True;;0.00_V1toWM1-0.65_WM1toRT2-2.78_WM1toRT3-4.92_WM1toRT3-7.05_WM1toAC1
1;attribute;0;1.1306256086965352;1.517090840280633;False;;12.78_C1toRT1-13.18_RT1toAC1
2;category;0;3.3864997721332912;1.3342530457466275;False;;18.92_WM1toRT1-19.30_V1toRT3-21.17_WM1toRT3+WM1toAC1-21.57_RT1toAC1
3;complete;0;1.5728231681798908;1.4558817153735462;False;;27.29_C1toRT1-27.71_C1toRT1-28.14_RT1toAC1
4;paired-associate;0;3.824518391521288;1.113150369444171;False;;33.88_V1toRT3-35.75_WM1toRT2-36.16_WM1toRT3-36.58_WM1toRT3+WM1toAC1-36.97_RT1toAC1
5;what-comes-before;0;1.2615621803088573;1.1052108959313311;True;;42.72_C1toRT1-43.14_RT1equalC1-43.23_RT3toAC1
6;press-key;0;1.1914764372620965;1.507021180640738;False;;48.97_V1toRT3-49.42_RT3toAC1
7;recall;1;3.3779929958074817;1.5034507403315551;True;;55.12_V1toWM1-55.77_WM1toRT3+WM1toAC1
8;attribute;1;1.169149368912656;1.0971866905105732;True;;63.54_C1toRT1-63.97_RT2toAC1
9;attribute;2;1.8358492913359044;1.0916215741949855;True;;69.70_V1toWM1-70.38_C1toRT1-70.80_RT2toAC1
10;category;1;1.4924950819585945;1.0913533768060537;False;;76.53_WM1toRT3-76.92_V1toRT2-77.30_RT1toAC1
11;recall;2;4.110020433796991;1.3655960946289991;True;;83.00_WM1toRT2-83.37_WM1toRT3+WM1toAC1-83.73_V1toWM1-84.38_WM1toRT3+WM1toAC1
12;paired-associate;1;2.9521464315313186;1.0727335038350565;False;;92.14_WM1toRT3+WM1toAC1-92.53_V1toRT3-94.36_RT1toAC1
13;complete;1;2.0428435895389327;1.0816036436680554;False;;100.10_V2toWM1-100.80_WM1toRT3+WM1toAC1
14;paired-associate;2;4.9946141290546535;1.0671699195124462;False;;107.13_WM1toRT1-107.52_WM1toRT2-107.89_V1toRT3-109.77_WM1toRT3+WM1toAC1-110.19_C1toRT1-110.66_RT2toRT1-111.40_RT1toAC1
15;attribute;3;2.4439701646490017;1.0687635264049475;True;;117.12_V1toWM1+C1toRT1-118.43_C1toRT1-118.84_RT2toAC1
16;complete;2;2.137521326071692;1.0711818462082268;False;;124.54_V2toWM1-125.19_C1toRT1-125.58_C1toRT1-125.98_RT1toAC1
17;complete;3;2.312718373950304;1.068784337479272;False;;131.71_V1toRT2-132.17_C1toRT1-132.58_RT2toWM1-133.29_WM1toAC1
18;attribute;4;2.007331454331052;1.0629352814462427;False;;139.00_V1toWM1+C1toRT1-140.30_RT2toAC1
19;paired-associate;3;1.1193308532097888;1.058881746113622;False;;146.00_C1toRT1-146.42_RT1toAC1
20;attribute;5;1.1070152106939872;1.0602176699984012;True;;152.13_C1toRT1-152.52_RT2toAC1
21;what-comes-before;1;2.5630533051638618;1.0658325232679913;False;;158.23_C1toRT1-158.62_RT1equalC1+RT3toAC1-159.04_WM1toRT2-159.39_RT1equalC1-159.44_C1toRT1-159.84_RT1equalC1+RT3toAC1
22;what-comes-before;2;1.4242143663886964;1.0641495648257533;False;;165.80_C1toRT1-166.21_RT1equalC1+RT3toAC1
