Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;2.8832660153510794;3.615739262203809;False;;0.00_V1toRT2-1.83_WM1toRT3-2.18_RT1toAC1
1;attribute;0;2.9123503361714587;1.2016444747726596;False;;7.92_WM1toRT1-8.29_V1toWM1-8.99_WM1toRT3-9.70_RT2toWM1-10.10_RT3toAC1
2;category;0;1.131884047703574;1.5168758101269408;False;;15.83_C1toRT1-16.23_RT2toAC1
3;complete;0;4.084913033486643;1.3088280080100605;False;;21.95_WM1toRT2-22.35_V2toWM1-23.04_C1toRT1-23.44_RT2toRT1-25.31_WM1toAC1
4;paired-associate;0;3.359924015509208;1.11814309463774;True;;31.07_WM1toRT3-31.45_V1toRT2-31.87_RT3toWM1-32.54_WM1toRT3-33.30_RT3toWM1-33.67_WM1toAC1
5;what-comes-before;0;2.7254490653594345;1.1073562835366229;True;;39.41_V1toWM1-40.11_WM1toRT3-40.96_RT2toRT1-41.40_RT1toAC1
6;press-key;0;6.578250269960293;1.2513677043317404;False;;47.12_WM1toRT3-47.51_WM1toRT3+WM1toAC1-47.92_WM1toRT1-48.33_V1toRT1-49.07_next-goal-49.78_WM1toRT2-50.18_WM1toRT3+WM1toAC1-50.55_WM1toRT1-50.95_WM1toRT3-51.35_next-goal
7;recall;1;3.3197224373941694;1.4811310704701408;False;;58.70_WM1toRT3+WM1toAC1-59.06_V1toRT2-59.47_RT3toRT2-61.30_RT1toAC1
8;attribute;1;3.8197496936272586;1.08379075201086;False;;67.03_WM1toRT1-67.45_V1toRT2-69.30_WM1toRT3-69.69_C1toRT1-70.12_RT3toAC1
9;attribute;2;1.9359189850615763;1.08011765967525;False;;75.87_WM1toRT3+WM1toAC1-76.29_WM1toRT3-76.66_C1toRT1-77.05_RT2toAC1
10;complete;1;1.9697318310307848;1.0887543177661971;False;;82.76_C1toRT1-83.17_C1toRT1-83.57_RT2toRT1-84.02_RT2toAC1
11;paired-associate;1;3.67969015196762;1.0733530394362358;False;;89.74_WM1toRT3-90.09_V1toRT2-90.50_RT3toWM1-91.15_WM1toRT3-91.94_RT3toWM1-92.32_RT2toWM1-92.70_WM1toAC1
12;what-comes-before;1;2.4278876707475945;1.0706958388182262;False;;98.40_WM1toRT3-98.75_V1toWM1-99.41_WM1toRT3-100.13_RT1toAC1
13;attribute;3;2.3095624654464046;1.0683470029597837;True;;105.87_V1toRT3-106.32_RT2toWM1-107.03_C1toRT1-107.44_RT2toAC1
14;recall;2;2.568317592500023;1.2876339535166283;False;;113.16_V1toRT3-115.01_RT1toAC1
15;complete;2;2.1529149514706205;1.0706609203546733;False;;120.72_V2toWM1-121.43_WM1toRT1-122.16_WM1toAC1
16;paired-associate;2;2.5007444284163824;1.0624382562753223;False;;127.87_WM1toRT3+WM1toAC1-128.24_WM1toRT3-128.59_V1toRT2-129.01_RT3toWM1-129.66_WM1toAC1
17;category;1;3.969828314890464;1.0640859929727011;False;;135.38_V1toWM1-136.08_WM1toRT3-138.25_C1toRT1-138.63_RT2toAC1
18;attribute;4;2.5537135705139637;1.0589272148333857;False;;144.34_V1toRT3-144.76_RT3toWM1-145.46_WM1toRT3-146.18_RT2toAC1
19;attribute;5;4.292733615391286;1.0645250659887238;False;;151.92_C1toRT1-152.34_C1toRT1-152.75_RT2toWM1-153.45_WM1toRT3+WM1toAC1
20;recall;3;2.9101882740757214;1.2117659750770238;False;;161.18_V1toRT3-163.02_WM1toRT2-163.39_RT1toAC1
21;what-comes-before;2;2.2755211313995005;1.0546748972019802;False;;169.11_V1toWM1-169.83_C1toRT1-170.26_C1toRT1-170.66_RT1toAC1
22;attribute;6;1.5777594158849981;1.0536819945160238;False;;176.40_WM1toRT2-176.79_V1toRT3-177.24_RT2toAC1
23;press-key;1;5.39748060000025;1.0600583591386854;False;;182.99_V1toRT1-184.82_next-goal-185.49_next-goal-185.88_WM1toRT1-186.28_WM1toRT3+WM1toAC1-186.72_WM1toRT3-187.13_WM1toRT2
24;category;2;6.641798856016407;1.0527883072271682;False;;193.37_WM1toRT3+WM1toAC1-193.74_WM1toRT3-194.13_V1toRT1-195.79_C1toRT1-196.16_C1toRT1-196.54_RT1equalC1-196.63_RT2toRT1-198.52_WM1toRT3+WM1toAC1-198.90_C1altToRT1-199.33_RT2toWM1
25;press-key;2;5.0;1.0495219390061217;False;;205.02_next-goal-205.73_WM1toRT2-206.12_WM1toRT1-206.47_next-goal-206.86_WM1toRT3+WM1toAC1-207.33_WM1toRT3
26;what-comes-before;3;2.8694964441598927;1.0486410580497252;False;;214.98_V1toWM1-215.63_C1toRT1-216.04_C1toRT1-216.43_RT3toWM1-216.78_RT2toRT1-217.20_WM1toRT3
27;paired-associate;3;5.4310982717141485;1.047543300374573;False;;222.86_WM1toRT3-223.26_WM1toRT2-223.68_C1toRT1-224.14_RT3toRT2-225.97_WM1toRT3-226.38_WM1toRT3+WM1toAC1-226.79_WM1toRT2-227.21_C1toRT1-227.63_RT3toWM1
28;paired-associate;4;4.144743131474911;1.0466401305817905;False;;233.28_WM1toRT3+WM1toAC1-233.68_C1toRT1-234.07_RT3toRT2-235.90_WM1toRT3+WM1toAC1-236.31_WM1toRT3-236.72_RT1toAC1
29;recall;4;3.7929902603622736;1.1465546905910398;False;;242.46_WM1toRT3+WM1toAC1-242.83_V1toRT3-244.73_WM1toRT3+WM1toAC1-245.14_WM1toRT3-245.52_RT1toAC1
