Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;2.8856953606689686;3.614979624251413;False;;0.00_V1toRT2-1.83_WM1toRT3-2.19_RT1toAC1
1;attribute;0;2.593608035254668;1.3732994077776293;False;;7.92_V1toRT2-9.78_RT1toAC1
2;category;0;5.115158813728705;1.2804595497463096;False;;15.51_C1toRT1-15.90_RT3toRT2-16.33_RT2toWM1-17.02_WM1toRT1-19.18_WM1toRT2-19.89_RT3toAC1
3;complete;0;1.8225496310405944;1.1313685041774122;False;;25.63_V2toRT3-26.04_RT3toWM1-26.72_WM1toAC1
4;paired-associate;0;3.0314049299447703;1.116439717259329;False;;32.47_V1toRT3-34.34_WM1toRT3-34.75_RT1toAC1
5;what-comes-before;0;2.8340343040581075;1.3599423178046797;False;;40.49_WM1toRT3-40.89_V1toRT1-41.31_C1toRT1-41.74_C1toRT1-42.17_RT3toRT2-42.63_RT1toAC1
6;press-key;0;5.0;1.2832284739647712;False;;48.32_next-goal-48.99_next-goal-49.40_WM1toRT1-49.82_WM1toRT2-50.24_WM1toRT3
7;recall;1;1.4158902102938598;1.4955621042834204;True;;58.31_V1toWM1-59.00_WM1toAC1
8;recall;2;1.3009695834968509;1.4579389179644766;True;;64.70_V1toWM1+WM1toAC1
9;category;1;1.7940310942697266;1.0927103729383012;False;;71.02_WM1toRT1-71.40_V1toWM1-72.09_WM1toAC1
10;complete;1;2.2056514435693373;1.0790285010984246;False;;77.79_V2toRT3-78.22_C1toRT1-78.63_RT3toWM1-79.30_WM1toAC1
11;category;2;3.8386046231635182;1.0823854209405817;False;;85.05_C1toRT1-85.45_RT2toRT1-87.32_C1altToRT1-87.74_WM1toRT2-88.14_RT1toAC1
12;category;3;1.9941354016309132;1.078861290927746;False;;93.88_V1toRT2-94.27_C1altToRT1-94.68_C1altToRT1-95.13_RT1toAC1
13;attribute;1;1.88178864522898;1.072819007199069;False;;100.87_V1toWM1-101.58_C1toRT1-102.01_RT2toAC1
14;complete;2;4.744471759302371;1.0670655270824716;False;;107.75_WM1toRT1-108.10_C1toRT1-108.52_WM1toRT3-108.87_C1toRT1-109.30_C1toRT1-109.69_C1toRT1-110.12_RT2toWM1-110.83_WM1toRT2-111.61_RT1equalC1-111.71_RT1equalC1-111.76_WM1toAC1
15;press-key;1;5.671114124125963;1.06418804899459;False;;117.48_next-goal-118.19_next-goal-118.59_WM1toRT1-119.01_WM1toRT3-119.42_WM1toRT2
16;complete;3;3.417096692120652;1.0621648622661142;False;;128.13_V2toRT3-128.54_RT3toWM1-129.22_WM1toRT2-129.95_RT2toWM1-130.32_RT1equalC1-130.37_C1toRT1-130.77_RT1equalC1-130.85_WM1toAC1
17;paired-associate;1;2.9553851618157125;1.0604201761677972;False;;136.56_V1toRT3-138.45_WM1toRT3-138.80_RT1toAC1
