Ind;Task;Trial;Time;goalBLActivation;reachGoal;Accuracy;retrievedOperators
0;recall;0;3.5884521009909127;3.41968456266011;False;;0.00_WM1toRT2-0.35_V1toRT2-2.18_WM1toRT2-2.54_WM1toRT3-2.89_RT1toAC1
1;attribute;0;7.64342644934808;1.235279490953803;False;;8.62_WM1toRT1-9.00_WM1toRT2-9.38_C1toRT1-9.79_RT2toWM1-10.48_WM1toRT1-12.63_WM1toRT3-14.80_WM1toRT2-15.53_RT1toAC1
2;category;0;3.414720849455879;1.3330928602672558;False;;21.28_C1toRT1-21.66_RT2toRT1-23.53_C1altToRT1-23.95_RT2toAC1
3;complete;0;5.478327928369389;1.27225656958908;False;;29.69_C1toRT1-30.12_RT2toRT1-32.01_WM1toRT2-32.40_C1toRT1-32.86_RT2toWM1-33.55_C1toRT1-33.99_RT3toWM1-34.39_RT1equalC1-34.47_WM1toAC1
4;paired-associate;0;5.957375922708253;1.262508753298304;False;;40.15_C1toRT1-40.56_C1toRT1-40.97_RT3toRT2-42.85_C1toRT1-43.26_RT2toWM1-43.95_WM1toRT3
5;what-comes-before;0;2.089620839819865;1.096085630597315;False;;51.12_V1toRT1-51.57_WM1toRT3-51.97_RT2toRT1-52.47_RT1toAC1
6;press-key;0;5.78838577453746;1.2658208053441249;False;;58.21_WM1toRT1-58.61_V1toRT2-60.49_next-goal-61.19_WM1toRT1-61.59_next-goal-61.99_WM1toRT2-62.40_WM1toRT3
7;recall;1;10.388688420290151;1.3947736506937736;False;;69.00_V1toRT1-70.86_WM1toRT2-71.25_WM1toRT3
8;recall;2;1.069014203288063;1.3715688698877455;False;;84.35_V1toRT2-84.72_RT1toAC1
9;attribute;1;1.932847466922368;1.0773014145066206;False;;90.44_WM1toRT3-90.83_WM1toRT2-91.24_V1toRT3-91.65_RT1toAC1
10;complete;1;2.9880441606228487;1.0838607104875282;False;;97.39_WM1toRT1-97.77_V1toRT3-99.64_RT1toAC1
11;category;1;5.4300287015413025;1.0748609992624818;False;;105.36_V1toRT1-107.23_C1toRT1-107.62_RT1equalC1-107.68_C1altToRT1-108.11_RT3toRT2-110.02_C1altToRT1-110.42_RT2toRT1
12;category;2;5.0194030874488496;1.0711302726091725;False;;115.82_WM1toRT1-116.25_WM1toRT3-116.65_WM1toRT2-117.04_C1toRT1-117.41_RT1equalC1-117.50_RT2toWM1-118.20_WM1toRT3-120.39_C1altToRT1
13;attribute;2;3.6046710342168495;1.064782935762641;False;;125.83_V1toWM1-126.53_WM1toRT2-128.69_RT1toAC1
14;press-key;1;5.372738482196438;1.0603647622271235;False;;134.42_V1toRT1-136.24_next-goal-136.93_WM1toRT2-137.37_WM1toRT1-137.72_next-goal-138.13_WM1toRT3
15;what-comes-before;1;1.115224907161462;1.0591234848321236;False;;144.81_V1toRT2-145.18_RT1toAC1
16;category;3;1.216550849201127;1.0623213084075762;False;;150.92_V1toRT2-151.30_RT1equalC1-151.40_RT3toAC1
17;recall;3;2.552230704806476;1.2170008373493897;False;;157.11_V1toRT1-158.95_RT1toAC1
18;complete;2;2.1259959243492688;1.0609248724525802;False;;164.69_V2toWM1-165.38_WM1toRT3-166.08_WM1toAC1
19;attribute;3;1.872435439897771;1.0556803858353303;False;;171.79_V1toWM1-172.52_C1toRT1-172.95_RT3toAC1
20;complete;3;3.2381695720462744;1.057911415695036;False;;178.70_WM1toRT2-179.05_C1toRT1-179.44_RT1equalC1-179.49_C1toRT1-179.91_WM1toRT3-180.27_RT1equalC1-180.34_RT1equalC1-180.44_WM1toRT2-180.82_WM1toRT3-181.19_RT1toAC1
21;attribute;4;2.43676627627363;1.053276359603756;True;;186.93_WM1toRT3-187.35_V1toRT1-187.79_WM1toRT3-188.19_C1toRT1-188.62_RT2toAC1
22;what-comes-before;2;1.9905947027250759;1.0511735233094237;False;;194.39_WM1toRT3-194.74_V1toRT1-195.23_C1toRT1-195.61_RT1toAC1
23;what-comes-before;3;1.9394420513870043;1.0503143676496929;False;;201.32_C1toRT1-201.72_RT2toRT1-202.11_C1toRT1-202.55_RT2toAC1
24;attribute;5;1.5940115877195635;1.0505568143977977;False;;208.26_V1toRT1-208.75_C1toRT1-209.15_RT3toAC1
25;complete;4;1.7060708200393149;1.0524124122902143;False;;214.85_WM1toRT3-215.20_V2toWM1-215.85_WM1toAC1
26;press-key;2;5.356245622751658;1.055086910363678;False;;221.56_V1toRT2-223.40_next-goal-224.07_next-goal-224.47_WM1toRT3-224.89_WM1toRT2-225.35_WM1toRT1
27;what-comes-before;4;1.5031121837307069;1.047029938807363;False;;231.92_V1toRT1-232.33_C1toRT1-232.71_RT2toAC1
28;attribute;6;1.1510337004750395;1.0472716235952222;False;;238.47_C1toRT1-238.86_RT2toAC1
29;attribute;7;1.1451571889592458;1.0466693547878694;False;;244.59_V1toRT3-245.01_RT2toAC1
30;what-comes-before;5;1.20801677346293;1.045309357096704;False;;250.71_V1toRT2-251.22_RT3toAC1
31;paired-associate;1;5.652354698833334;1.0481480790272149;False;;256.95_V1toRT1-258.80_WM1toRT3-259.17_C1toRT1-259.56_C1toRT1-259.98_RT3toRT2-261.82_C1toRT1-262.22_RT3toRT2
32;recall;4;10.0;1.1311874252303975;False;;267.62_WM1toRT3-268.00_WM1toRT2-268.43_WM1toRT1
33;complete;5;1.1151767270004598;1.045124068508378;False;;282.57_V1toRT3-282.98_RT1toAC1
34;what-comes-before;6;1.5534524565553625;1.042277409158679;False;;288.73_WM1toRT1-289.10_V1toRT2-289.54_RT3toAC1
35;paired-associate;2;2.5738397604719694;1.044810578766388;False;;295.26_WM1toRT1-295.62_WM1toRT3-296.03_WM1toRT2-296.44_V1toWM1-297.11_WM1toAC1
36;paired-associate;3;4.769879466495412;1.044002586241669;False;;302.81_WM1toRT3-303.17_V1toWM1-303.83_C1toRT1-304.24_RT3toRT2-306.07_C1toRT1-306.49_RT2toWM1-306.88_RT2toAC1
37;paired-associate;4;2.9553651833284675;1.0433762134960958;False;;312.59_V1toRT1-314.44_WM1toRT3-314.84_RT1toAC1
38;what-comes-before;7;1.1165278666441625;1.040202093458949;False;;320.55_C1toRT1-320.95_RT2toAC1
39;what-comes-before;8;1.9220153751194289;1.0397847963340965;False;;326.69_WM1toRT1-327.10_WM1toRT2-327.46_V1toRT2-327.88_RT1toAC1
40;paired-associate;5;2.551645630509938;1.0418723395136946;False;;333.58_V1toRT1-335.43_RT1toAC1
41;category;4;3.471442091373092;1.0400975807565391;False;;341.19_V1toRT3-343.05_WM1toRT3-343.49_WM1toRT2-343.90_RT1toAC1
42;category;5;2.9789595333489274;1.0396214226735334;False;;349.62_WM1toRT3-350.00_V1toRT1-351.88_RT1toAC1
43;press-key;3;5.352979927625596;1.041278845562292;False;;357.58_V1toRT1-359.44_next-goal-360.10_next-goal-360.50_WM1toRT1-360.90_WM1toRT3-361.32_WM1toRT2
44;attribute;8;5.378212656046231;1.0378000013124389;False;;367.96_V1toRT2-369.81_WM1toRT2-370.23_C1toRT1-370.35_RT3toRT2-372.23_WM1toRT3-372.61_RT1toAC1
45;recall;5;1.7477097205858172;1.097767933641423;True;;378.35_V1toRT1-379.36_RT1toAC1
46;attribute;9;7.718895738424179;1.0368476750395124;False;0.1;385.09_V1toRT3-385.54_RT3toWM1-386.22_WM1toRT1-386.94_WM1toRT2-389.11_WM1toRT2-391.29_C1toRT1-391.71_RT3toWM1-392.08_RT2toAC1
47;press-key;4;5.376311843814733;1.0359862551971646;False;;397.80_V1toRT2-399.71_WM1toRT2-400.09_next-goal-400.80_next-goal-401.22_WM1toRT3-401.64_WM1toRT1-402.05_WM1toRT2
48;press-key;5;5.393829287130927;1.0355391936574163;False;;408.20_V1toRT2-410.07_WM1toRT2-410.43_next-goal-411.14_WM1toRT3-411.57_WM1toRT2-411.69_WM1toRT1-412.32_next-goal
49;recall;6;2.5852169709111763;1.0887302756487292;False;;418.59_V1toRT3-420.43_RT1toAC1
50;attribute;10;1.451895954354086;1.0353114315859675;False;0.1;426.21_V1toRT1-426.75_C1toRT1-426.88_RT3toAC1
51;category;6;2.221532545668936;1.0355380639003495;False;;432.62_WM1toRT3-433.01_WM1toRT1-433.38_V1toWM1-434.10_WM1toAC1
52;complete;6;2.9945444314925567;1.03555581088931;False;;439.84_C1toRT1-439.94_RT2toWM1-440.60_WM1toRT3-441.33_RT2toWM1-441.72_RT3toWM1-442.10_WM1toAC1
53;category;7;3.610796161121584;1.0348574205619518;False;;447.82_V1toWM1-448.52_WM1toRT1-450.71_RT1toAC1
54;category;8;5.593403456366617;1.0344432165686757;False;;456.46_WM1toRT2-456.85_V1toRT3-458.74_C1toRT1-458.81_RT2toRT1-460.70_WM1toRT2-461.14_C1altToRT1-461.30_RT2toAC1
55;press-key;6;5.693405180525588;1.0332793573022334;False;;467.05_next-goal-467.75_WM1toRT2-468.19_WM1toRT3-468.58_next-goal-469.01_WM1toRT1
56;press-key;7;5.372063175899086;1.0350696107221056;False;;477.72_V1toRT1-479.58_WM1toRT2-479.99_WM1toRT3-480.40_next-goal-481.09_WM1toRT2-481.50_WM1toRT1-481.97_WM1toRT3-482.42_next-goal
57;press-key;8;5.353016495506778;1.0346572455471836;False;;488.07_V1toRT2-489.90_next-goal-490.60_WM1toRT1-490.98_WM1toRT2-491.38_WM1toRT3-491.86_next-goal
58;complete;7;2.077908874154048;1.0333433658962718;False;;498.43_V2toWM1-499.08_WM1toRT3-499.80_RT1toAC1
59;what-comes-before;9;1.9429711210231064;1.032138337350449;False;0.0;505.54_V1toWM1-506.22_C1toRT1-506.32_RT2toRT1-506.74_RT2toAC1
60;category;9;6.101218388095276;1.0324587683620416;False;0.0;512.49_WM1toRT1-512.88_V1toWM1-513.58_WM1toRT3-515.47_WM1toRT2-515.89_RT3toWM1-516.30_RT3toRT2-516.72_RT3toRT2
61;recall;7;1.125934084723326;1.071986699295146;False;;523.55_V1toRT2-523.97_RT1toAC1
62;recall;8;2.592201533988259;1.0710054133736535;False;;529.68_V1toRT1-531.56_RT1toAC1
63;attribute;11;5.346702853871307;1.0313410201666406;False;0.1;537.31_V1toRT1-537.82_C1toRT1-537.93_RT3toRT2-539.87_C1toRT1-540.01_RT2toRT1-541.91_RT1toAC1
64;press-key;9;1.5983040973806055;1.0309113729279389;False;0.0;547.64_WM1toRT1-548.04_V1toRT3-548.51_RT3toAC1
65;paired-associate;6;6.6045317321977555;1.0317334728689065;False;;554.25_V1toRT2-554.65_RT2toWM1-555.31_WM1toRT3-557.15_WM1toRT3-558.98_WM1toRT3
66;paired-associate;7;1.10863698207163;1.0315518458392212;False;;565.82_V1toRT2-566.22_RT2toAC1
67;press-key;10;5.373480850009173;1.0317805107773836;False;0.0;571.94_V1toRT3-572.41_RT2toRT1-573.46_next-goal-574.22_WM1toRT1-575.18_next-goal
68;attribute;12;5.607365443303706;1.0301096596041457;False;0.1;582.34_V1toRT2-584.21_C1toRT1-584.34_RT2toWM1-585.03_WM1toRT1-587.20_WM1toAC1
69;press-key;11;5.364939453563807;1.0311670361026497;False;0.0;592.92_V1toRT1-594.76_next-goal-595.46_WM1toRT1-595.91_next-goal
70;complete;8;3.183751500990752;1.0301741037171028;False;;603.30_V2toWM1-603.96_WM1toRT3-604.38_RT2toWM1-604.74_RT2toRT1-605.16_C1toRT1-605.28_RT1equalC1-605.34_RT2toRT1-605.75_RT1toAC1
71;what-comes-before;10;0.8337171314303761;1.029299742903818;False;0.0;611.47_C1toRT1-611.58_RT1toAC1
72;paired-associate;8;2.3299111473429552;1.0301051593850408;False;;617.28_V1toRT1-618.91_RT1toAC1
73;recall;9;1.1220039719171382;1.060809739186237;False;0.1;624.61_V1toRT2-625.03_RT1toAC1
74;press-key;12;2.2894287419694592;1.028822681260061;False;0.0;630.74_V1toRT2-632.62_RT1toAC1
75;what-comes-before;11;1.3115378336635786;1.028682096218825;False;0.0;638.05_V1toRT1-638.46_RT2toRT1-638.94_RT1toAC1
76;attribute;13;1.950466972420713;1.0287183824640136;True;0.2;644.40_V1toWM1-645.09_WM1toRT3-645.50_RT1equalC1-645.59_RT2toAC1
77;what-comes-before;12;0.976733241970237;1.0284004882494748;False;0.0;651.30_C1toRT1-651.46_C1toRT1-651.56_RT2toAC1
78;category;10;3.2104244643593347;1.0286841804759943;False;0.0;657.34_V1toWM1-658.02_WM1toRT1-659.77_WM1toAC1
79;category;11;1.14673881091187;1.0285492047482794;False;0.0;665.52_V1toRT2-665.92_RT2toAC1
80;category;12;0.8365084406074175;1.0284227975060318;False;0.0;671.67_V1toRT2-672.06_RT1toAC1
